gene	D0h.rep1	D0h.rep2	D1h.rep1	D1h.rep2	D2h.rep1	D2h.rep2	D4h.rep1	D4h.rep2	R1h.rep1	R1h.rep2	R2h.rep1	R2h.rep2	R4h.rep1	R4h.rep2
AT1G03400	8.064126847	11.4690465	25.43632529	23.38862391	14.87167517	20.30634721	4.295778607	5.48886962	2.972220459	5.529018234	6.319306957	6.190314875	25.54611284	24.28466148
AT5G13880	2.820465753	3.462925132	16.79667436	14.5273002	28.68847842	21.10873001	44.03652676	53.03330365	25.02986857	14.39102211	12.21139316	11.06051421	10.84948671	6.645299721
AT4G18580	12.23217221	15.07444524	17.92852295	10.25623986	22.01133806	14.55054147	32.5055064	38.69706277	29.2047126	37.1681594	43.46599207	45.15167623	26.52491244	45.69958555
AT2G18245	15.69573114	15.96023358	8.694711901	5.910643013	8.674803395	8.769500916	9.741182242	8.607039395	4.530724375	5.420959246	12.52078791	12.244307	16.22304749	14.63407939
AT1G74860	6.401143862	5.297701487	8.634355631	9.555151526	9.216221517	6.868195776	12.89167733	11.88749664	20.93857263	18.6031608	10.90161714	9.993299559	5.833485211	6.267627707
AT2G25900	2.632240638	2.987642839	21.47947415	21.50179009	18.14336164	17.45315293	16.41809632	20.06778366	4.97876881	2.405756025	5.065093363	4.170265512	4.399329575	2.780686429
AT3G10572	12.58694993	13.6422104	13.19455108	10.60825282	14.26769347	9.587314764	20.61554066	22.33572739	11.71845774	9.160349158	11.87983276	10.01343208	13.232012	13.26404302
AT1G71030	10.9970003	7.32693253	11.24929245	5.638723634	17.37051734	11.73959847	21.36397842	28.20953856	20.44609019	10.57053163	14.69584473	13.04625501	9.282606817	13.80234216
AT4G12680	6.487255818	6.620221869	8.249917401	7.745742274	14.98518509	18.70736587	17.78077128	15.48953259	10.20388339	8.632215902	3.220005769	9.674690871	6.675401826	9.971786951
AT4G35840	11.30019025	13.83816555	9.011061134	9.477904615	10.32901607	7.179207566	9.744728171	9.391819894	17.15860098	19.93396382	21.25265293	18.21434159	12.5363544	9.89515716
AT5G02710	22.50554231	18.01633683	7.663794307	12.80347182	8.542642365	8.205954121	6.843380746	7.324558714	4.44531424	6.399729767	9.980833171	7.190286516	15.74256061	14.63401584
AT5G54970	34.931132	31.77735431	12.75779314	12.29463979	8.441984284	8.133711394	8.077939474	11.75500924	3.475900546	11.16436374	24.02426179	25.37580275	20.46174408	18.37725382
AT1G47480	39.72462305	26.47230972	16.22408866	16.0711966	11.27992794	14.98541143	8.192520176	11.93140019	7.673093825	4.560761358	9.751255196	13.29426262	16.05816186	14.39364434
AT3G56840	14.00028005	16.40761646	12.81694539	12.03421161	11.03761162	9.83345464	10.66439225	10.02719305	12.6567067	10.15123514	11.5700763	10.29606598	13.79404213	15.01048453
AT3G17590	28.86629695	22.24401109	21.24907644	18.43126399	19.92609492	20.43588136	13.3564873	16.27392151	19.41288477	7.825012922	20.44482933	8.852609087	18.26338915	24.6525588
AT1G47230	17.14242946	16.02304129	10.48580954	10.6065327	12.7282495	15.34839725	11.46213809	12.58672557	9.932218807	10.17453355	13.62200411	9.244509585	14.5691747	9.388400057
AT4G19030	17.95362147	11.53865461	31.44459017	11.62402308	17.71653892	21.01948205	19.5176073	45.13773563	4.564313849	2.398954192	2.073719567	3.921714971	2.263852537	4.372385922
AT1G32370	16.33075103	15.04070347	12.73469132	11.08907079	15.9366832	11.85385086	17.40978132	28.03070468	15.99936783	23.27935647	17.97194502	12.851211	16.02628281	17.34618677
AT3G03690	9.552638616	10.38241752	13.63515829	15.62147714	15.04471128	16.30931588	16.2596958	10.91550636	6.910096799	5.329378041	11.60535535	6.491484425	11.70442242	15.41411456
AT3G21640	17.77907822	15.86881003	12.95221138	17.19320472	9.762046851	12.83443563	11.16396627	11.35628197	12.71341103	6.455060697	11.58664843	14.41831326	11.84659216	16.11327695
AT2G25480	18.29330939	14.62395971	15.5976831	16.11263335	6.281308586	11.21200832	7.829387491	5.482498236	4.911813877	2.935525012	5.134825185	5.105191086	10.6628794	15.84390809
AT2G26580	27.67707263	34.90559995	17.54996187	17.95028733	7.563298176	7.999295673	7.796718136	6.537178551	9.024856441	9.280501298	21.73420487	23.59994728	18.57726238	21.25909214
AT4G24900	11.23640181	10.19292221	8.646423917	11.51315262	10.85506141	8.249886428	9.521377389	12.24210949	18.93223713	10.48777898	13.95387403	13.98351411	10.72030618	17.33507455
AT3G24770	36.23959838	32.70941881	30.79827769	15.72297445	14.23984116	2.478658998	11.91127316	7.450266243	15.8190326	15.33990773	22.57059182	19.06864834	26.74798916	32.64287779
AT2G42975	11.33783155	11.46195809	23.30920552	34.0631824	32.77451698	22.45153685	26.55834785	20.64709137	23.60529472	18.22730733	21.539676	14.69851813	34.72173334	41.81095699
AT2G34620	11.98417672	14.96560537	30.46596859	39.76189683	21.65747596	24.54532516	8.059153569	6.231244275	1.549406798	2.218036385	9.098889849	8.763503973	15.30544821	19.53607082
AT3G26395	18.32470912	25.74697148	55.08231977	51.26784437	70.51539814	65.34528043	76.48699945	64.05206272	42.76089706	38.615564	31.30763528	22.1033576	29.0715543	29.90451204
AT4G21770	23.25873222	20.59692404	10.24149669	9.441484928	4.486972469	11.09928485	5.802099906	4.251126629	3.155527504	5.811586605	6.615743325	8.088704249	13.59265728	14.58615073
AT2G44360	30.86548906	27.85881338	19.98643082	27.62622062	31.4047067	24.080036	27.18693554	45.79074991	31.83709471	36.83719147	39.45508624	29.17230699	24.47636522	27.35463979
AT3G15760	3.611353074	4.173143158	13.17161378	7.478675647	44.94144663	33.53472835	72.81609269	72.45937159	9.915557583	11.03613937	9.133976761	5.859046734	10.84856067	7.213265787
AT5G49060	10.64008964	9.912281755	7.956852976	5.060143349	7.810130246	7.725595355	9.764009731	10.34886165	9.712934542	11.69404317	12.28234243	11.64484691	14.00440475	11.81243394
AT2G23370	12.63581502	12.94164513	7.801522726	10.31368391	9.015359324	9.392395043	18.14120877	11.30540401	10.70792794	12.39019589	18.05850551	16.44828879	16.11133711	16.20529664
AT2G17640	12.82593644	10.90572476	9.726071576	9.146923386	8.084058612	7.438659339	11.32333767	8.386202616	8.479799389	7.293094715	17.87958384	20.44192076	30.43031476	35.65811414
AT2G33390	11.74610607	11.73423606	14.19006413	14.21067871	11.48311764	6.564938526	15.5400719	21.47658961	22.34444266	20.82679514	13.11937764	16.02203151	8.33801592	11.74562423
AT4G18230	7.207098611	4.819753676	13.6617098	14.86239522	13.50331346	10.2998364	19.15335334	17.48192834	9.543275356	10.82094306	8.900927183	9.958805608	7.63160352	5.891157772
AT4G36840	5.638298573	6.693097648	8.748512884	5.68072612	10.16644583	9.498492386	14.19852625	13.20862267	16.58467141	17.81779738	15.62904946	14.12144167	5.99112858	6.610857016
AT1G60960	14.50162487	10.00922724	4.381683345	5.247348081	6.644317485	6.099706204	8.561098067	11.15595712	9.249538076	16.30136952	13.27436595	15.9088801	11.07349999	9.071440055
AT1G28570	18.04746563	22.47142331	13.00470632	11.76079846	10.92653576	10.66084891	3.41944213	4.249307576	3.039450523	3.195004908	8.533946654	5.725822159	31.08514465	33.58586257
AT1G33330	19.24357412	18.81324995	14.66972554	19.95509621	12.2164641	14.35133037	17.106092	14.35721885	14.97853323	16.83732041	12.51221682	12.86870131	17.36695592	20.93755989
AT3G55530	11.01355011	12.49254067	13.42627465	10.33801289	20.21434587	15.73210718	23.81742979	21.16029227	21.63578874	15.46130099	17.94251854	18.94464999	15.57468309	15.64733343
AT5G43680	14.21965066	15.28925096	5.774146624	9.683140445	10.94875703	5.488105339	20.53591724	19.65117284	14.5157511	21.94695002	18.44058369	29.11748975	13.98439418	14.04020765
AT3G18580	37.08326483	30.19309201	10.05946344	7.864015898	8.61082397	11.38068898	6.664300066	8.166637997	15.01074088	9.824640092	21.80663763	31.18783757	29.88285349	24.71831615
AT2G39681	44.92413926	33.32359746	8.369073864	2.922035746	7.302234762	10.36684782	5.883719036	11.08893593	9.210634282	5.726865115	26.82786681	31.74674897	33.71695268	25.86829788
AT2G41835	8.616591524	5.642304301	10.50872707	10.86776999	15.20261648	7.299027442	9.157619563	8.071985262	25.8431436	18.81327275	16.88492391	18.63480369	11.56800309	10.63931623
AT1G32520	13.91454707	13.72085319	8.474797577	11.97658472	17.95231327	19.76476975	20.21210573	25.34454763	18.87759347	18.89878053	18.57420037	20.55878872	40.8368598	45.20949187
AT1G69523	22.65583272	24.77922847	20.93665878	16.13530257	10.42334498	10.53713026	7.325883719	6.140516241	3.063563132	9.543236952	15.16295366	16.61207422	19.78545094	21.78174138
AT4G13980	8.703614659	11.75130204	6.690030236	5.424043499	10.3945278	9.600049317	11.55959401	10.32484043	15.20494422	13.43972244	12.08831777	8.822517468	11.42455815	9.406547372
AT3G47940	7.517500519	9.441706433	11.01668215	10.08345117	11.39692123	8.294834563	16.67584894	12.11470634	14.46528322	14.27191726	11.51766256	10.61381939	7.495029306	10.22239381
AT5G51730	16.38319629	12.92004509	10.95287203	7.993689009	11.02292574	14.04626267	18.94144349	14.03078775	12.57930556	10.82664584	14.25227866	20.53539632	15.79710316	18.11033597
AT5G45590	32.99372992	23.29878356	16.27703202	10.0488471	12.54237665	14.3596197	7.848121239	11.46351248	12.41810852	9.191552605	26.4653075	17.52523593	22.20594208	25.38004398
AT4G23880	4.26400262	3.521914178	24.20993465	19.57599203	35.61037924	26.96506811	30.95692132	27.36475388	13.74745859	15.73297871	15.50979141	10.03570591	13.58720529	10.71796906
AT5G58530	12.7730792	8.717816148	10.68577873	11.05567556	15.41178368	9.371908034	18.17207065	12.11874243	17.83548507	22.38655728	17.92889753	13.37432597	12.89907345	10.85696582
AT1G19960	24.69384046	26.54318417	74.88671218	39.59282401	33.65061097	56.1733008	1.42146007	3.073942641	0.692934316	0	0	0	11.2479796	3.616143171
AT4G28100	20.05640204	18.74843881	12.91585429	19.44334919	9.161388162	9.510359729	8.241839696	7.196110003	6.403269283	4.426912927	10.15607589	12.39764972	21.52098478	17.33458397
AT2G33990	15.74078741	12.81455592	11.05487859	12.49815098	8.704227021	12.20162076	5.751549855	7.765412997	2.271263174	5.218399232	22.31467013	19.81425867	21.39662345	20.08626519
AT3G15540	9.771896552	5.738071842	57.16224622	38.57965093	9.996646737	11.93983735	4.727327484	7.708443786	27.3649947	36.55721165	13.70096514	11.05480516	5.621526893	3.606632893
AT5G40550	10.98932529	9.926335084	14.71964949	10.53524582	12.83982432	10.9845183	15.5744234	12.02938245	11.93336548	12.92653868	17.59880047	13.60731452	12.46759368	10.96992049
AT1G15250	59.48772729	69.75551794	20.21874387	15.25460234	17.50462536	21.45070005	16.79339027	7.937666838	11.77589813	13.74503598	36.82223303	46.6962202	44.52948572	36.79985418
AT5G65790	20.29869455	13.1126443	6.882411189	8.676600081	7.11561764	9.738445417	4.128151839	6.233120003	18.8910746	19.5615042	10.87505405	9.726041565	15.38321749	20.98811112
AT4G14605	14.35663712	13.38055425	8.907485718	9.437729293	7.16020736	7.130242019	9.315348338	6.740717077	4.567922441	5.338362433	9.888475571	14.75880022	17.44665775	22.3307232
AT5G50240	2.699457221	5.302964302	7.884328575	11.06912253	30.68381986	26.64012586	34.73689636	26.12106394	13.54254653	22.94053045	15.34448035	17.6897488	28.49964591	33.75474183
AT2G31710	25.10479873	23.7154069	20.9758759	16.78695234	18.18805003	14.84986875	21.86208581	23.53217087	38.4196157	22.56857571	35.96470905	30.5548029	22.5458869	19.16509638
AT4G32800	11.7612944	9.999343024	19.4527065	17.00226546	2.58782322	4.441766581	1.162619326	3.86706846	23.46944733	21.70268839	23.48885409	18.22095743	8.091930131	13.0938146
AT4G12760	15.8456189	16.01732934	18.76873664	15.48840778	20.89996415	13.23689212	23.92748484	19.21684352	18.16300188	15.20744308	24.92765978	22.20261441	13.52251496	19.60152272
AT1G34570	24.96678477	25.84249532	13.60737671	10.88641476	12.28243102	12.79231918	11.23889253	12.59082128	10.47120691	10.12698417	23.34654802	18.07861595	25.80557296	25.704712
AT4G14580	16.90447981	11.43125078	16.04697048	10.29228315	11.86584846	14.93306032	9.334507837	11.66756847	11.54399497	11.11835303	11.14337476	6.225530275	10.92686158	9.461556421
AT5G52120	16.36877446	14.20506024	14.63970071	6.463565507	11.83576388	9.236317528	4.95837036	5.411561597	23.34408947	21.49308497	13.92150382	14.07837964	9.687041707	9.004660337
AT4G00238	23.42641903	23.80093585	8.862916454	8.526991647	10.10383023	6.863991952	7.32114991	6.374530874	7.790110307	2.572831215	23.766675	23.98276369	18.0849292	16.14348476
AT5G24140	24.80031563	17.59922449	4.862278127	0.248587273	2.839657916	4.30218993	3.348247376	3.377506701	1.327507047	1.846914893	14.57251087	18.145179	22.49928523	27.31610536
AT3G15680	23.39621723	33.87723433	7.582003202	10.5252436	5.93301503	6.300700415	12.87875356	17.87555348	7.372137104	5.944166361	10.14539929	8.802718743	23.7295014	24.29650188
AT1G77630	22.93801484	22.15629051	6.666019828	12.97342269	5.897862532	4.431420102	4.332057911	3.942822496	4.021714733	5.009634762	9.621950837	14.51312979	13.70922825	14.32410399
AT1G74680	12.94265889	12.84759416	12.93570448	8.353002164	9.670223801	10.29647859	11.04647188	10.07999649	5.331683918	5.353403925	8.598847801	9.752524193	11.12442292	13.00964008
AT1G01420	10.44958213	19.71361046	10.62065281	7.934671628	5.959705462	4.518967955	5.652477221	2.734231265	2.492516152	3.58836945	15.59190501	13.86426309	28.97031602	26.01928016
AT2G29580	10.46186338	8.302025707	4.732255154	7.864153885	7.836394007	13.0833459	11.8802827	9.35901214	13.74027517	15.48125105	9.671475088	14.57955213	10.42744199	12.32869473
AT4G00110	9.642673574	11.29604927	7.562058725	5.842188131	6.564234509	17.18784233	11.51546761	9.494072101	13.97994324	14.17057889	10.60114026	12.92087329	7.556961299	11.3861171
AT4G19870	6.200717308	6.031386197	11.56048687	7.775923989	7.784438034	8.103988201	10.93347446	12.31258927	16.74959178	13.74808069	15.92629701	13.00118289	9.782078863	10.74645915
AT2G22920	13.00437323	12.98364106	22.14041195	17.5623907	15.07517832	15.83914321	8.786045597	7.752016901	1.400220513	3.113029662	6.943692323	4.522190975	13.06913159	13.53655648
AT1G16040	11.11986533	9.774480777	10.75564816	11.34840597	12.58644684	14.85655824	12.77181079	12.73299192	12.31605624	13.38154518	17.06290976	17.10503865	16.93991694	20.99095827
AT5G16890	11.27311881	10.59134677	7.339391788	9.579609264	9.927889228	6.206853281	10.42335605	7.194974424	7.093208445	8.089859917	20.23288296	14.92114592	18.20390846	14.2652821
AT5G53290	15.12023784	10.68502965	12.27335644	9.933520667	6.439166584	6.788827114	10.65759098	13.99300643	19.53650526	15.84656119	12.66585231	14.84678664	10.8630271	8.429715766
AT4G26980	7.206430452	12.39668997	7.081677553	4.464020052	13.26194655	12.48771014	14.48475644	21.79351665	25.45497172	28.41602182	16.42326684	15.68987543	14.25059825	13.45368734
AT5G14710	23.38494377	22.25155182	23.31540455	18.52347728	24.0424032	31.23628858	30.845843	24.29964221	32.77240909	21.51345514	29.3266193	28.06549956	29.99141971	29.77683288
AT1G55805	32.34309632	29.65844248	17.65954906	20.38415641	7.634490135	13.79775254	21.67549617	21.70294949	16.73837058	14.08191601	26.3149046	28.1688831	33.62105941	26.67422771
AT3G49110	11.85889349	11.58080558	19.93085502	27.49437015	13.46402094	12.55724463	6.446178495	9.768655802	12.48467029	7.196556002	8.228117777	6.849034557	8.656162032	6.716798201
AT3G13277	3.578309572	2.853531344	16.03818102	15.34571235	20.06448894	8.407657372	22.12629789	19.63445331	20.62241811	16.71852409	12.18667969	9.513411917	4.210705907	7.286773307
AT3G23605	18.31152118	14.80526749	13.18522996	13.60932702	22.45512219	25.24904011	26.71247193	30.29993022	24.57280946	24.59836542	22.43319286	30.57909579	16.72914959	18.27918694
AT4G14905	12.30546692	11.34297132	12.9538421	9.621854746	10.17408082	7.225032295	17.16863081	13.65589977	14.20772455	8.810653174	10.06192612	9.359193132	10.6054833	12.79536365
AT1G31820	2.860010406	2.313443972	7.62933369	3.431102125	12.11621121	12.95788237	18.35672686	24.19681347	13.34432839	10.56091617	9.410444418	14.24122417	9.737051057	9.30328679
AT4G24413	6.576455451	5.248407056	87.59027623	86.02304918	120.7624235	74.15451699	74.94429568	79.18405578	135.2373744	111.6607476	72.9012082	44.70419197	59.15507395	86.5315524
AT5G15220	27.32326198	18.71628583	16.37220967	17.52732628	8.518609494	15.66845577	8.616890157	10.7440068	6.107656695	10.81143706	13.83556861	16.42477624	19.40748701	20.60368664
AT2G22510	52.09057602	28.20979056	37.54411713	16.8857382	19.01108272	24.22710264	25.06352104	35.66741634	27.57383326	17.06594604	12.61116105	7.546137669	29.02009394	26.77049297
AT2G32380	30.15144053	42.38204154	25.65695533	28.32107887	18.35846029	22.98200664	12.97703257	19.50081988	18.71886428	19.13733986	20.33049461	28.01638444	22.66637103	23.55496949
AT5G23090	11.44242946	13.23811791	12.68715873	7.906165219	15.69383385	15.37751521	22.46657051	18.02260864	22.14508953	21.34219686	21.33689356	21.27630544	13.5220332	14.74279618
AT1G78180	19.97329306	24.67617487	9.863016004	8.296969361	13.85590555	15.05035928	7.112894972	8.338879817	7.604755447	9.795409758	17.5187829	13.68263284	23.54406638	27.7034372
AT3G15780	10.76147256	12.22181503	22.67360001	20.82080762	43.07264458	45.73726153	34.64228986	55.91202942	45.09052424	42.9495523	28.21658334	26.95085258	29.82040238	28.22153898
AT1G47210	16.58698744	14.53405031	11.52944724	13.76201389	11.62157925	13.00004125	11.56430267	10.5497096	6.416327489	6.651427386	7.553790879	7.110305576	11.6340364	9.030050511
AT5G08535	13.45015416	12.04853819	15.99907728	13.74164294	13.73748777	13.51413293	39.39312109	31.23582036	31.0208532	27.83364345	18.05634922	19.93413111	16.08538753	10.02146798
AT3G60220	5.015183548	4.371464358	12.07612383	12.83774116	20.71239537	18.99019653	22.17306854	28.66161249	14.98589688	13.15666692	6.70398389	7.674019854	4.255762416	4.253306478
AT1G10140	16.1552965	11.58912218	15.57114413	7.932920431	18.19811841	18.64142055	22.2168394	21.07757218	16.28084486	16.30639388	18.42808575	20.78153728	17.10721731	13.73606668
AT3G26410	20.9601426	19.20635737	9.553862257	6.991236888	8.385072031	8.224613996	7.835567674	8.571061602	5.1175525	7.755121081	20.7150522	16.86651359	15.42019905	14.42267215
AT1G56423	13.6370885	16.15132488	20.70153507	17.04437937	14.75138772	12.01348573	14.64148853	12.83070907	14.18125175	11.12322754	14.30479258	12.46537223	11.89148186	12.11804352
AT5G55640	15.56238811	11.52700542	22.72944632	20.68847794	22.13185131	31.06818557	28.75272598	32.65360448	23.46596425	23.88456985	22.85304332	22.83520514	29.01822871	25.61707963
AT5G59560	16.35959857	12.22939321	6.972121075	6.889471968	8.886299247	7.082322173	11.6917545	11.5574643	13.68075909	12.45707954	21.78718478	22.14989098	12.43438573	16.99504939
AT1G26660	16.61704488	17.9588583	11.00644834	19.91496679	15.87283825	15.56084682	23.78453692	29.45731446	25.6090575	21.31951946	16.46860884	17.50500291	13.22499166	14.99416145
AT4G19060	14.3683384	15.52047683	20.51615844	15.75949582	16.03794155	17.95152975	19.34972708	10.01617021	12.44129794	8.383348947	9.806293141	8.827481419	10.42843262	16.60725174
AT2G36230	29.01563796	30.38160908	20.87013041	22.14399647	14.76023594	19.38804728	10.53181296	11.59074522	4.490097363	6.574137534	15.45811967	13.81080275	20.04337734	18.13190255
AT4G17360	19.81649613	19.35093068	11.02572927	17.56358447	10.20305245	15.69962672	11.26971068	10.76387103	8.064567029	7.579593863	15.7634085	15.65872706	14.64845759	15.82808434
AT4G24730	9.00994649	9.085815885	8.750382807	8.691863136	7.324579422	11.04508822	8.192520176	11.41317382	15.50265195	21.58360309	14.49167863	9.314880338	11.65643221	9.731735244
AT4G30400	12.37403101	12.85949122	11.80517063	7.725406344	7.233502497	8.011278514	4.56030603	6.778898276	6.370296733	7.951878438	15.04299812	12.10250696	11.84850524	17.09608727
AT2G45630	9.942096609	11.73423606	19.06488208	10.35627545	18.24175259	23.36673035	28.83546675	21.68818163	13.97903556	11.97540721	7.565188567	9.721701413	13.69816901	12.60126573
AT3G02555	13.58496804	10.24661094	8.857389191	15.87735453	14.3991581	7.778897417	22.13050588	16.436001	12.82512571	15.16668282	16.69029508	18.67644351	12.86683096	12.31100919
AT3G24515	11.63339717	9.673695531	18.26363869	14.12252091	13.03696205	14.53936744	20.16581522	14.04212227	9.044009624	10.30175671	8.289332474	11.17911212	7.364843742	4.93773154
AT5G59530	5.047560303	5.656143833	9.671912094	9.079137187	5.352743912	5.13037215	6.736434085	1.876143918	21.04860839	14.54252708	30.27046372	22.9004428	17.03065209	16.27713749
AT2G41950	47.36121679	52.38994399	14.57266332	18.92511567	2.383991068	3.903206642	3.821641902	5.036603209	3.079724708	4.131232725	12.41703419	19.60209482	38.14633919	34.01022013
AT5G58970	12.93062671	13.03801206	11.3315095	11.69657994	7.960228381	8.932767201	8.214366897	8.682043595	7.016844775	6.502125443	10.66036577	11.34399886	14.55626996	13.37737924
AT1G16000	49.98673906	52.07092149	42.08960299	40.33648245	35.18697885	37.50951208	35.50835885	27.81529362	17.86022126	18.52328677	34.77441785	42.35883027	52.1302697	50.62116762
AT2G18876	13.00344601	10.89406088	15.77069553	13.30952049	12.83301996	11.32297684	6.634821747	12.19577154	7.992355521	6.967942765	11.61006116	12.07423817	16.15769262	11.99700618
AT5G36925	7.383782693	5.034833128	52.45688262	25.36488885	6.69212133	11.68678303	1.489379663	0.805205112	54.56498448	50.85564553	26.23810162	15.49684973	9.518997697	17.05017676
AT2G30766	27.9354106	47.21927172	2.460162722	1.671148885	5.325009034	5.932790246	0	0	0.369110761	0.698402303	11.59265966	8.255085707	15.7777472	19.56336854
AT4G29430	44.17347099	34.15976792	15.61720944	15.66190086	12.85388666	19.46136645	20.43525098	19.05904711	17.64735434	15.48125105	38.27132946	35.97724923	32.812545	32.92374274
AT2G46140	34.96733621	15.89470112	21.52642382	18.18853525	13.42881044	24.97028806	21.12080096	30.90917419	22.21556189	12.73773821	18.85448394	16.37114026	17.96753849	14.71132296
AT3G58470	39.30414766	25.49814803	13.55599867	13.97242467	13.73688871	15.11943914	10.70202684	12.10577761	9.398514131	8.462783011	25.21496865	27.01820165	22.0709122	23.97111525
AT5G39600	31.15072411	25.85210346	17.3147322	27.17887522	14.90543312	17.8008042	19.6111632	17.437942	9.09670795	11.41862461	21.88545588	21.7874646	19.38570205	26.61185176
AT1G11545	26.66534506	21.21290621	15.65397295	12.11361947	6.781334294	9.786652644	7.783230754	10.70095759	15.36889858	8.872779467	28.68961419	21.83528401	14.89641012	14.19622188
AT2G28480	15.37931509	11.50612316	10.30958995	10.34538604	9.418796259	3.327446275	14.9495183	15.09559054	16.92818316	10.82501271	14.89115588	14.43795674	12.72152128	12.95979472
AT2G29070	12.07416587	11.19488603	15.52303869	16.18821452	17.48936983	18.43693098	12.47700151	9.399406283	10.75715225	11.25628812	13.48506594	9.786365364	9.458273679	13.4761212
AT3G03210	8.750606644	11.94126985	13.83267085	6.29265988	14.70566328	10.56803093	18.1255683	17.98084182	14.94760681	13.66418018	14.16125021	11.88838978	10.23385393	9.072725336
AT4G15955	17.05318101	11.62252523	13.19868322	10.22422408	18.37107237	14.42911166	20.11120849	18.82808566	10.07316138	15.63192016	19.27656367	19.24280257	21.327584	21.77769434
AT5G39940	18.11194265	17.8495536	13.23674508	9.559669313	12.34407821	7.818062768	4.957145466	5.754920508	11.42054954	6.097217736	8.935053888	12.82975369	11.81140454	9.755393577
AT4G21190	27.33026251	26.96492502	16.0341527	15.7905194	8.492134686	10.09160042	8.445845629	9.271694624	5.084901325	6.897587104	17.76051037	15.3066533	18.66255892	23.54219713
AT2G18360	30.55596407	25.13245789	17.09866925	16.52836412	13.70421606	10.37052356	5.11151113	7.2274647	4.619134443	1.100964244	8.925132998	11.07576978	29.42512925	20.11702186
AT3G06070	6.474513149	5.94167343	25.94550466	22.7189056	11.60307972	6.9520802	5.427995747	8.854986046	34.77511177	52.58169411	21.39252915	19.23195201	1.930757053	7.244134388
AT4G39230	16.19226816	14.84419746	15.23730208	8.712266096	7.433164233	9.246850156	3.313394003	6.286969987	18.36255593	9.346765037	16.9386884	19.56455021	21.29058264	18.48975911
AT5G49945	12.38273135	11.93532449	8.986759458	8.654043151	5.777340701	6.183235117	10.09350301	10.15470485	8.685052764	5.448498551	14.374819	15.62788111	15.15096131	14.76390654
AT5G57370	25.28856681	28.41721549	20.14924119	15.33047284	8.641401236	10.77031478	14.55301222	19.78427	12.65948186	13.25658309	24.02426179	24.94621239	31.56915624	27.45341371
AT3G24030	16.77756261	21.65175303	22.85339515	30.38749243	23.75319962	32.20622878	13.88987553	18.09836366	16.75619591	23.59300246	20.25790112	21.98656882	26.8354392	30.6528506
AT5G65060	17.6232666	12.88358182	13.40990336	8.682140694	9.835142346	11.44053176	12.25632356	17.30761987	16.79983423	9.517162534	9.583448694	17.54119698	14.15217105	16.84855027
AT3G18030	12.01341091	18.54893156	16.8119591	17.09161912	15.81790642	11.31976009	24.69401619	19.30296254	12.37436199	17.56034469	15.93675548	21.36181213	16.21741635	13.33219314
AT3G14680	21.95505581	20.91651248	10.6077241	7.469706921	7.046279017	8.762300625	6.386571373	5.301687589	5.988718409	4.597161228	12.64840749	9.170046644	15.61561632	9.96779272
AT5G07000	15.09314473	12.46059043	4.386220984	6.065388769	14.74813119	6.41021297	5.510699442	2.66113209	10.12200643	9.435207586	25.0975106	20.31295308	14.49744256	16.72555304
AT2G26030	7.213832246	6.763553213	8.027173834	9.845361786	11.27088763	12.85535779	16.63377912	15.43188107	11.6039548	8.99063994	7.049401321	10.29510408	8.372679275	8.907262489
AT1G67830	21.74042779	20.03123684	15.33410248	15.62037938	10.14007065	10.19941736	6.739728937	7.717492435	3.275129841	3.41498185	20.03745221	16.09925391	26.43867955	21.72628558
AT4G34560	12.99941268	14.55508802	8.279393777	5.902993921	13.07145954	13.05311998	17.45298177	14.40138313	14.86151663	10.27601652	30.46914923	30.38379823	20.76228034	22.81260295
AT5G62480	22.26729769	22.38257845	14.84508956	8.134770039	28.953304	31.11883821	45.26466725	42.97452313	17.8558673	14.97822301	10.68780609	7.905633214	11.59373559	8.479610217
AT1G17790	6.915160092	7.867486168	8.550565559	9.905160015	10.35729361	9.300334194	11.99802532	14.30347282	12.95102913	13.6395293	10.20443176	7.530638925	8.577623449	9.065951275
AT5G63470	9.219240039	10.33961423	10.69594184	13.93483581	13.44385997	9.816738955	17.08652489	18.57910144	8.529688291	10.88525465	15.89605322	16.08508697	10.83253439	10.79800127
AT2G17030	7.83078762	11.09177524	14.04073133	6.658483841	15.51293954	18.23680021	14.28249883	15.78746894	13.99544968	19.20606334	9.272522096	14.09660822	10.73485965	9.716473042
AT1G66400	5.336414188	3.78257976	11.06127009	12.28856837	12.5166487	6.031526571	13.11139332	12.92143612	65.1535386	47.99187827	29.30549268	18.8379549	18.6959391	12.70274601
AT1G19490	2.987640637	1.956362625	17.01908598	16.57621704	20.05874677	10.44229276	12.5105994	17.88601824	8.911959449	7.604895116	7.301855742	6.334135395	8.013967928	8.319728571
AT1G73380	6.896958233	6.439019106	15.49738087	14.72261159	14.64208706	9.950568174	21.61761498	18.65174865	15.74935233	12.85998258	10.11333236	12.08217725	9.637584829	8.082373467
AT3G42630	14.92218757	17.76004487	9.589779032	8.159906667	7.866490619	7.415987808	13.84823367	7.361572597	8.704862106	9.38478095	15.57462586	18.01427601	18.53635649	19.30252363
AT4G30670	55.13865915	31.33038926	36.67971327	31.50723484	34.47161461	43.79363844	33.36760378	39.39079776	5.863561284	2.655614857	8.710194026	12.13008513	3.037647114	8.992686408
AT1G11530	28.71178827	22.62586053	57.84401002	47.77840615	36.35750287	43.15677405	30.70938545	38.86250842	11.06822773	12.46573129	31.73757284	20.72097758	18.18026362	19.63418073
